village,adjmatrix_key,pid,hhid,resp_id,resp_gend,resp_status,age,religion,caste,subcaste,mothertongue,speakother,kannada,tamil,telugu,hindi,urdu,english,otherlang,educ,villagenative,native_name,native_type,native_taluk,native_district,res_time_yrs,res_time_mths,movereason,movecontact,movecontact_res,movecontact_hhid,movecontact_pid,movecontact_name,workflag,work_freq,work_freq_type,occupation,privategovt,work_outside,work_outside_freq,shgparticipate,shg_no,savings,savings_no,electioncard,rationcard,rationcard_colour
29,317,2906802,29068,2,2,Spouse of Head of Household,40,ISLAM,OBC,PATHAN,URDU,Yes,Yes,No,Yes,No,No,No,,4TH STANDARD,No,data has been removed for publication,VILLAGE,data has been removed for publication,KOLAR,15.0,0.0,MARRIAGE,,,,,,No,,,,,,,No,,No,,Yes,Yes,RED
29,321,2906901,29069,1,1,Head of Household,45,ISLAM,OBC,SHEIKE,URDU,Yes,Yes,No,Yes,No,No,No,,3RD STANDARD,Yes,,,,,,,,,,,,,Yes,6.0,DAYS PER WEEK,COCONUT VENDOR,PRIVATE BUSINESS,Yes,0.0,No,,No,,Yes,Yes,GREEN
29,322,2906902,29069,2,2,Spouse of Head of Household,37,ISLAM,OBC,SHEIK KHAN,URDU,Yes,Yes,No,Yes,Yes,No,No,,5TH STANDARD,No,data has been removed for publication,VILLAGE,data has been removed for publication,KOLAR,21.0,,MARRIAGE,,,,,,Yes,6.0,DAYS PER WEEK,AGARBATHI MAKING,PRIVATE BUSINESS,No,,No,,No,,Yes,Yes,PINK
29,331,2907101,29071,1,1,Head of Household,35,ISLAM,OBC,SHAIK,URDU,Yes,Yes,No,Yes,No,No,No,,NONE,Yes,,,,,,,,,,,,,Yes,4.0,DAYS PER WEEK,AGRICULTURE LABOUR,LAND LORD,No,,No,,No,,Yes,Yes,AUTHYODAYA
29,332,2907102,29071,2,2,Spouse of Head of Household,25,ISLAM,OBC,SHER KHAN,HINDI,No,No,No,No,No,No,No,,2ND STANDARD,No,data has been removed for publication,VILLAGE,data has been removed for publication,KOLAR,10.0,,MARRIAGE,,,,,,Yes,5.0,DAYS PER WEEK,BEEDI MAKER,PRIVATE BUSINESS,No,,No,,No,,Yes,Yes,PINK
29,336,2907201,29072,1,1,Head of Household,25,ISLAM,OBC,SHEIKH,URDU,Yes,Yes,No,Yes,Yes,No,No,,5TH STANDARD,Yes,,,,,,,,,,,,,Yes,6.0,DAYS PER WEEK,TAILORING,OWN,No,,No,,No,,Yes,No,
29,337,2907202,29072,2,2,Spouse of Head of Household,20,ISLAM,OBC,SHEIKH,URDU,Yes,Yes,No,Yes,No,No,No,,6TH STANDARD,No,data has been removed for publication,VILLAGE,data has been removed for publication,KOLAR,2.0,,MARRIAGE,,,,,,No,,,,,,,No,,No,,No,No,
29,342,2907301,29073,1,1,Head of Household,50,HINDUISM,OBC,BANAJIGA,TELUGU,Yes,Yes,No,No,No,Yes,No,,7TH STANDARD,Yes,,,,,,,,,,,,,Yes,6.0,DAYS PER WEEK,KSRTC BUS DRIVER,GOVERNMENT,Yes,3.0,No,,Yes,1.0,Yes,No,
29,343,2907302,29073,2,2,Spouse of Head of Household,45,HINDUISM,OBC,BANAJIGA,TELUGU,Yes,Yes,No,No,No,No,No,,NONE,No,data has been removed for publication,VILLAGE,data has been removed for publication,KOLAR,30.0,,MARRIAGE,,,,,,No,,,,,,,No,,No,,Yes,No,
29,344,2907303,29073,3,1,Other,23,HINDUISM,OBC,BANAJIGA,KANNADA,Yes,Yes,No,Yes,No,No,No,,S.S.L.C.,Yes,,,,,,,,,,,,,Yes,6.0,DAYS PER WEEK,TRACTOR DRIVER,PRIVATE BUSINESS,Yes,0.0,No,,Yes,1.0,Yes,Yes,RED
29,352,2907601,29076,1,1,Head of Household,55,HINDUISM,SCHEDULED CASTE,ADI KARNATAKA,KANNADA,Yes,No,No,Yes,No,No,No,,NONE,Yes,,,,,,,,,,,,,No,,,,,,,No,,No,,Yes,Yes,GREEN
29,353,2907602,29076,2,2,Spouse of Head of Household,50,HINDUISM,SCHEDULED CASTE,ADI KARNATAKA,KANNADA,Yes,No,No,Yes,No,No,No,,NONE,No,data has been removed for publication,VILLAGE,data has been removed for publication,KOLAR,35.0,,MARRIAGE,,,,,,No,,,,,,,No,,No,,Yes,Yes,GREEN
29,362,2907901,29079,1,1,Head of Household,55,HINDUISM,SCHEDULED CASTE,ADI KARNATAKA,KANNADA,Yes,No,No,Yes,No,No,No,,NONE,Yes,,,,,,,,,,,,,Yes,3.0,DAYS PER WEEK,STONE WORK,OWN,No,,No,,No,,Yes,Yes,GREEN
29,363,2907902,29079,2,2,Spouse of Head of Household,50,HINDUISM,SCHEDULED CASTE,ADI KARNATAKA,KANNADA,Yes,No,No,Yes,No,No,No,,NONE,No,data has been removed for publication,VILLAGE,data has been removed for publication,BANGALORE,30.0,,MARRIAGE,,,,,,No,,,,,,,No,,No,,Yes,Yes,GREEN
29,364,2907903,29079,3,1,Other,30,HINDUISM,SCHEDULED CASTE,ADI KARNATAKA,KANNADA,Yes,No,Yes,Yes,No,No,No,,NONE,Yes,,,,,,,,,,,,,Yes,4.0,DAYS PER WEEK,TREE CUTTER,CONTRACTOR,Yes,0.0,No,,No,,Yes,Yes,GREEN
29,365,2907904,29079,4,2,Other,27,HINDUISM,SCHEDULED CASTE,ADI KARNATAKA,KANNADA,Yes,No,No,Yes,No,No,No,,7TH STANDARD,No,data has been removed for publication,VILLAGE,data has been removed for publication,KOLAR,8.0,,MARRIAGE,,,,,,No,,,,,,,No,,No,,Yes,Yes,GREEN
29,373,2908101,29081,1,1,Spouse of Head of Household,36,HINDUISM,SCHEDULED CASTE,ADI KARNATAKA,KANNADA,Yes,No,Yes,Yes,No,No,No,,6TH STANDARD,Yes,,,,,,,,,,,,,Yes,3.0,DAYS PER WEEK,AGRICULTURE LABOUR,LAND OWNER,Yes,0.0,No,,Yes,1.0,Yes,Yes,YELLOW
29,374,2908102,29081,2,2,Spouse of Head of Household,29,HINDUISM,SCHEDULED CASTE,ADI KARNATAKA,KANNADA,Yes,No,No,Yes,No,No,No,,NONE,No,data has been removed for publication,VILLAGE,data has been removed for publication,KOLAR,12.0,,MARRIAGE,,,,,,Yes,3.0,DAYS PER WEEK,AGRICULTURE LABOUR,LAND OWNER,No,,No,,Yes,1.0,Yes,Yes,YELLOW
29,380,2908301,29083,1,2,Head of Household,48,HINDUISM,SCHEDULED CASTE,ADI KARNATAKA,KANNADA,Yes,No,No,Yes,No,No,No,,5TH STANDARD,Yes,,,,,,,,,,,,,Yes,3.0,DAYS PER WEEK,AGRICULTURE LABOUR,LAND OWNER,No,,No,,No,,Yes,No,
29,387,2908601,29086,1,1,Head of Household,45,HINDUISM,SCHEDULED CASTE,ADI KARNATAKA,KANNADA,Yes,No,Yes,Yes,No,No,No,,6TH STANDARD,Yes,,,,,,,,,,,,,Yes,3.0,DAYS PER WEEK,AGRICULTURE LABOUR,LAND OWNER,Yes,0.0,No,,Yes,1.0,Yes,Yes,GREEN
29,388,2908602,29086,2,2,Spouse of Head of Household,30,HINDUISM,SCHEDULED CASTE,ADI KARNATAKA,KANNADA,Yes,No,No,Yes,No,No,No,,NONE,No,data has been removed for publication,VILLAGE,data has been removed for publication,KOLAR,14.0,,MARRIAGE,,,,,,No,,,,,,,Yes,1.0,Yes,1.0,Yes,Yes,GREEN
29,396,2908801,29088,1,1,Head of Household,39,HINDUISM,SCHEDULED CASTE,ADI KARNATAKA,KANNADA,Yes,No,Yes,Yes,No,No,No,,S.S.L.C.,Yes,,,,,,,,,,,,,Yes,4.0,DAYS PER WEEK,AGRICULTURE LABOUR,LAND OWNER,No,,No,,Yes,1.0,Yes,Yes,GREEN
29,397,2908802,29088,2,2,Spouse of Head of Household,25,HINDUISM,SCHEDULED CASTE,ADI KARNATAKA,KANNADA,Yes,No,Yes,Yes,No,No,No,,3RD STANDARD,No,data has been removed for publication,VILLAGE,data has been removed for publication,KOLAR,15.0,,MARRIAGE,,,,,,No,,,,,,,No,,Yes,1.0,Yes,Yes,GREEN
29,416,2909201,29092,1,1,Head of Household,35,HINDUISM,SCHEDULED CASTE,ADI KARNATAKA,KANNADA,Yes,No,No,Yes,No,No,No,,S.S.L.C.,Yes,,,,,,,,,,,,,Yes,4.0,DAYS PER WEEK,AGRICULTURE LABOUR,LAND OWNER,Yes,0.0,No,,No,,Yes,Yes,GREEN
29,417,2909202,29092,2,2,Spouse of Head of Household,30,HINDUISM,SCHEDULED CASTE,ADI KARNATAKA,KANNADA,Yes,No,No,Yes,No,No,No,,NONE,No,data has been removed for publication,VILLAGE,data has been removed for publication,KOLAR,15.0,,MARRIAGE,,,,,,No,,,,,,,No,,No,,Yes,Yes,GREEN
29,422,2909401,29094,1,1,Head of Household,50,HINDUISM,SCHEDULED CASTE,ADI KARNATAKA,KANNADA,Yes,No,Yes,Yes,Yes,No,No,,S.S.L.C.,Yes,,,,,,,,,,,,,Yes,2.0,DAYS PER WEEK,FARMER,OWN LAND,No,,No,,Yes,1.0,Yes,Yes,GREEN
29,423,2909402,29094,2,2,Spouse of Head of Household,40,HINDUISM,SCHEDULED CASTE,ADI KARNATAKA,KANNADA,Yes,No,No,Yes,No,No,No,,NONE,No,data has been removed for publication,VILLAGE,data has been removed for publication,KOLAR,22.0,,MARRIAGE,,,,,,No,,,,,,,No,,Yes,1.0,Yes,Yes,GREEN
29,430,2909601,29096,1,1,Head of Household,35,HINDUISM,SCHEDULED CASTE,ADI KARNATAKA,KANNADA,Yes,No,No,Yes,No,No,No,,5TH STANDARD,Yes,,,,,,,,,,,,,Yes,7.0,DAYS PER WEEK,TRACTOR DRIVER,OWNER,No,,No,,Yes,1.0,Yes,Yes,YELLOW
29,431,2909602,29096,2,2,Spouse of Head of Household,33,HINDUISM,SCHEDULED CASTE,ADI KARNATAKA,KANNADA,Yes,No,Yes,Yes,No,No,No,,NONE,No,data has been removed for publication,VILLAGE,data has been removed for publication,KOLAR,8.0,0.0,MARRIAGE,,,,,,Yes,7.0,DAYS PER WEEK,TRACTOR,OWNER,No,,No,,Yes,1.0,Yes,Yes,YELLOW
29,441,2909901,29099,1,1,Head of Household,37,HINDUISM,SCHEDULED CASTE,ADI KARNATAKA,KANNADA,Yes,No,No,Yes,No,No,No,,NONE,No,data has been removed for publication,TOWN,data has been removed for publication,BANGALORE,1.0,,WORK,Yes,Yes,29098.0,2.0,data has been removed for publication,Yes,7.0,DAYS PER WEEK,AGRICULTURE LABOUR,LAND OWNER,Yes,0.0,No,,No,,No,No,
29,442,2909902,29099,2,2,Spouse of Head of Household,28,HINDUISM,SCHEDULED CASTE,ADI KARNATAKA,KANNADA,Yes,No,No,Yes,No,No,No,,NONE,No,data has been removed for publication,VILLAGE,data has been removed for publication,KRISHNAGIRI,1.0,,WORK,Yes,Yes,29098.0,2.0,data has been removed for publication,Yes,7.0,DAYS PER WEEK,AGRICULTURE LABOUR,LAND OWNER,No,,No,,No,,No,No,
29,447,2910001,29100,1,1,Head of Household,47,HINDUISM,SCHEDULED CASTE,ADI KARNATAKA,KANNADA,Yes,No,Yes,Yes,No,No,No,,8TH STANDARD,Yes,,,,,,,,,,,,,Yes,6.0,DAYS PER WEEK,DRIVER IN BMTC,GOVERNMENT,Yes,15.0,No,,Yes,1.0,Yes,Yes,GREEN
29,448,2910002,29100,2,2,Spouse of Head of Household,39,HINDUISM,SCHEDULED CASTE,ADI KARNATAKA,KANNADA,Yes,No,No,Yes,No,No,No,,NONE,No,data has been removed for publication,VILLAGE,data has been removed for publication,KOLAR,18.0,,MARRIAGE,,,,,,No,,,,,,,No,,No,,Yes,Yes,GREEN
29,449,2910003,29100,3,2,Other,18,HINDUISM,SCHEDULED CASTE,ADI KARNATAKA,KANNADA,Yes,No,Yes,Yes,No,No,No,,1ST P.U.C.,Yes,,,,,,,,,,,,,No,,,,,,,No,,No,,No,Yes,GREEN
29,451,2910101,29101,1,1,Head of Household,40,HINDUISM,SCHEDULED CASTE,ADI KARNATAKA,TAMIL,Yes,Yes,No,Yes,No,No,No,,NONE,Yes,,,,,,,,,,,,,Yes,7.0,DAYS PER WEEK,NILGIRI TREES CUTTING,CONTRACTOR,Yes,0.0,No,,No,,Yes,Yes,YELLOW
29,452,2910102,29101,2,2,Spouse of Head of Household,36,HINDUISM,SCHEDULED CASTE,ADI KARNATAKA,KANNADA,Yes,No,No,Yes,No,No,No,,NONE,No,data has been removed for publication,VILLAGE,data has been removed for publication,KOLAR,20.0,,MARRIAGE,,,,,,No,,,,,,,No,,No,,Yes,Yes,AKSHAYA
29,466,2910401,29104,1,2,Head of Household,56,HINDUISM,SCHEDULED CASTE,SC,KANNADA,Yes,No,No,Yes,No,No,No,,NONE,No,data has been removed for publication,VILLAGE,data has been removed for publication,KOLAR,32.0,,MARRIAGE,,,,,,No,,,,,,,No,,No,,Yes,Yes,GREEN
29,467,2910402,29104,2,2,Other,27,HINDUISM,SCHEDULED CASTE,ADI KARNATAKA,KANNADA,Yes,No,No,Yes,No,No,No,,UNCOMPLETED DEGREE,Yes,,,,,,,,,,,,,No,,,,,,,No,,No,,Yes,Yes,GREEN
29,471,2910501,29105,1,1,Head of Household,45,HINDUISM,SCHEDULED CASTE,ADI KARNATAKA,KANNADA,Yes,No,No,Yes,No,No,No,,NONE,Yes,,,,,,,,,,,,,Yes,2.0,DAYS PER WEEK,ELECTRICAL,PRIVATE BUSINESS,Yes,0.0,No,,No,,Yes,Yes,YELLOW
29,472,2910502,29105,2,2,Spouse of Head of Household,39,HINDUISM,SCHEDULED CASTE,S.C,KANNADA,Yes,No,No,Yes,No,No,No,,7TH STANDARD,No,data has been removed for publication,VILLAGE,data has been removed for publication,BANGALORE RURAL,16.0,,MARRIAGE,,,,,,Yes,7.0,DAYS PER WEEK,SHEEP RARING,OWN,No,,No,,No,,Yes,Yes,BLUE
29,481,2910701,29107,1,1,Head of Household,36,HINDUISM,SCHEDULED CASTE,ADI KARNATAKA,KANNADA,Yes,No,Yes,Yes,No,No,No,,1ST P.U.C.,Yes,,,,,,,,,,,,,Yes,7.0,DAYS PER WEEK,COOK IN HOSTEL,GOVERNMENT,Yes,0.0,No,,Yes,2.0,Yes,Yes,BLUE
29,482,2910702,29107,2,2,Spouse of Head of Household,26,HINDUISM,SCHEDULED CASTE,ADI KARNATAKA,KANNADA,Yes,No,No,Yes,No,No,No,,2ND P.U.C.,No,data has been removed for publication,VILLAGE,data has been removed for publication,KOLAR,2.0,,MARRIAGE,,,,,,No,,,,,,,No,,No,,No,Yes,GREEN
29,489,2910901,29109,1,1,Head of Household,50,HINDUISM,SCHEDULED CASTE,SC,KANNADA,Yes,No,Yes,Yes,Yes,No,No,,3RD STANDARD,Yes,,,,,,,,,,,,,Yes,7.0,DAYS PER WEEK,FARMER,OWN,No,,No,,Yes,1.0,Yes,Yes,YELLOW
29,490,2910902,29109,2,2,Spouse of Head of Household,45,HINDUISM,SCHEDULED CASTE,ADI KARNATAKA,HINDI,Yes,Yes,No,No,No,No,No,,NONE,No,data has been removed for publication,VILLAGE,data has been removed for publication,KOLAR,10.0,,MARRIAGE,,,,,,No,,,,,,,No,,No,,Yes,Yes,YELLOW
29,495,2911101,29111,1,1,Head of Household,28,HINDUISM,SCHEDULED CASTE,ADI KARNATAKA,KANNADA,Yes,No,Yes,Yes,No,No,No,,9TH STANDARD,Yes,,,,,,,,,,,,,Yes,7.0,DAYS PER WEEK,WRITES IN FRONT OF TALUK OFFICE,OWN,Yes,0.0,No,,No,,Yes,No,
29,496,2911102,29111,2,2,Spouse of Head of Household,24,HINDUISM,SCHEDULED CASTE,ADI KARNATAKA,KANNADA,Yes,No,Yes,Yes,No,No,No,,3RD STANDARD,No,data has been removed for publication,VILLAGE,data has been removed for publication,KOLAR,7.0,,MARRIAGE,,,,,,No,,,,,,,No,,No,,No,No,
29,499,2911201,29112,1,1,Head of Household,69,HINDUISM,SCHEDULED CASTE,ADI KARNATAKA,TAMIL,Yes,Yes,No,Yes,No,No,No,,4TH STANDARD,Yes,,,,,,,,,,,,,No,,,,,,,No,,Yes,1.0,No,No,
29,500,2911202,29112,2,2,Spouse of Head of Household,58,HINDUISM,SCHEDULED CASTE,ADI KARNATAKA,TAMIL,Yes,Yes,No,Yes,No,No,No,,NONE,No,data has been removed for publication,VILLAGE,data has been removed for publication,KOLAR,3.0,,MARRIAGE,,,,,,No,,,,,,,No,,Yes,1.0,No,No,
29,501,2911203,29112,3,2,Other,20,HINDUISM,SCHEDULED CASTE,ADI KARNATAKA,TAMIL,Yes,Yes,No,Yes,No,No,No,,9TH STANDARD,No,data has been removed for publication,VILLAGE,data has been removed for publication,KOLAR,3.0,0.0,FATHER AND MOTHER ARE STAYING HERE ONLY,No,,,,,No,,,,,,,No,,No,,No,No,
29,505,2911301,29113,1,1,Head of Household,38,HINDUISM,SCHEDULED CASTE,ADI KARNATAKA,KANNADA,Yes,No,Yes,Yes,No,No,No,,DEGREE OR ABOVE,Yes,,,,,,,,,,,,,Yes,7.0,DAYS PER WEEK,FOULTRY OWNER,PRIVATE BUSINESS,No,,No,,Yes,1.0,Yes,No,
29,506,2911302,29113,2,2,Spouse of Head of Household,30,HINDUISM,SCHEDULED CASTE,ADI KARNATAKA,TAMIL,Yes,Yes,No,Yes,No,No,No,,NONE,Yes,,,,,,,,,,,,,Yes,7.0,DAYS PER WEEK,POULTRY MANAGEMENT,PRIVATE BUSINESS,No,,No,,No,,Yes,No,
29,511,2911401,29114,1,1,Head of Household,35,HINDUISM,SCHEDULED CASTE,ADI KARNATAKA,KANNADA,Yes,No,Yes,Yes,No,No,No,,NONE,Yes,,,,,,,,,,,,,Yes,7.0,DAYS PER WEEK,AGRICULTURE LABOUR,LAND LORD,No,,No,,Yes,1.0,Yes,Yes,YELLOW
29,512,2911402,29114,2,2,Spouse of Head of Household,30,HINDUISM,SCHEDULED CASTE,ADI KARNATAKA,KANNADA,Yes,No,Yes,Yes,No,No,No,,NONE,No,data has been removed for publication,VILLAGE,data has been removed for publication,KOLAR,12.0,,MARRIAGE,,,,,,No,,,,,,,No,,No,,No,Yes,YELLOW
29,516,2911502,29115,2,2,Spouse of Head of Household,46,HINDUISM,SCHEDULED CASTE,ADI KARNATAKA,KANNADA,Yes,No,No,Yes,No,No,No,,NONE,Yes,,,,,,,,,,,,,No,,,,,,,No,,No,,No,Yes,ANTHYODAYA
29,517,2911503,29115,3,1,Head of Household,25,HINDUISM,SCHEDULED CASTE,ADI KARNATAKA,KANNADA,Yes,No,Yes,Yes,Yes,No,No,,S.S.L.C.,Yes,,,,,,,,,,,,,Yes,6.0,DAYS PER WEEK,WELDING,PRIVATE BUSINESS,Yes,0.0,No,,No,,Yes,Yes,YELLOW
29,523,2911801,29118,1,1,Head of Household,45,HINDUISM,OBC,VOKKALIGA,KANNADA,Yes,No,No,Yes,No,Yes,No,,4TH STANDARD,Yes,,,,,,,,,,,,,Yes,7.0,DAYS PER WEEK,AGRICULTURIST,OWN LAND,No,,No,,No,,Yes,Yes,GREEN
29,524,2911802,29118,2,2,Spouse of Head of Household,38,HINDUISM,OBC,VOKKALIGA,KANNADA,Yes,No,No,Yes,No,No,No,,8TH STANDARD,No,data has been removed for publication,VILLAGE,data has been removed for publication,KOLAR,24.0,,MARRIAGE,,,,,,Yes,7.0,DAYS PER WEEK,AGRICULTURE,OWN,No,,No,,Yes,1.0,Yes,Yes,GREEN
29,527,2911901,29119,1,1,Head of Household,40,HINDUISM,SCHEDULED CASTE,ADI KARNATAKA,TAMIL,Yes,Yes,No,Yes,No,No,No,,7TH STANDARD,Yes,,,,,,,,,,,,,Yes,3.0,DAYS PER WEEK,AGRICULTURE LABOUR,LAND OWNER,Yes,0.0,No,,No,,Yes,Yes,YELLOW
29,528,2911902,29119,2,2,Spouse of Head of Household,35,HINDUISM,SCHEDULED CASTE,ADI KARNATAKA,TAMIL,Yes,Yes,No,Yes,No,No,No,,NONE,Yes,,,,,,,,,,,,,Yes,2.0,DAYS PER WEEK,AGRICULTURE LABOUR,LAND OWNER,No,,No,,No,,Yes,Yes,YELLOW
29,529,2911903,29119,3,2,Other,20,HINDUISM,SCHEDULED CASTE,ADI KARNATAKA,TELUGU,Yes,Yes,No,Yes,No,No,No,,UNCOMPLETED DEGREE,Yes,,,,,,,,,,,,,No,,,,,,,No,,No,,No,Yes,GREEN
29,540,2912101,29121,1,1,Head of Household,30,HINDUISM,SCHEDULED CASTE,ADI KARNATAKA,KANNADA,Yes,No,Yes,Yes,No,No,No,,9TH STANDARD,Yes,,,,,,,,,,,,,Yes,7.0,DAYS PER WEEK,LABOUR,TRACTOR OWNER,No,,No,,No,,Yes,No,
29,541,2912102,29121,2,2,Spouse of Head of Household,24,HINDUISM,SCHEDULED CASTE,ADI KARNATAKA,KANNADA,Yes,No,Yes,No,No,No,No,,5TH STANDARD,No,data has been removed for publication,VILLAGE,data has been removed for publication,KOLAR,5.0,0.0,MARRIAGE,,,,,,Yes,8.0,HOURS PER DAY,AGARABATTI MAKING,LABOUR,No,,No,,No,,No,No,
29,549,2912302,29123,2,2,Spouse of Head of Household,45,HINDUISM,SCHEDULED CASTE,ADI KARNATAKA,KANNADA,Yes,No,Yes,Yes,No,No,No,,NONE,No,data has been removed for publication,VILLAGE,data has been removed for publication,KOLAR,35.0,0.0,MARRIAGE,,,,,,Yes,7.0,DAYS PER WEEK,AGARABATTI MAKING,LABOUR,No,,No,,No,,Yes,Yes,YELLOW
29,556,2912401,29124,1,1,Head of Household,27,HINDUISM,SCHEDULED CASTE,ADI KARNATAKA,KANNADA,Yes,No,No,Yes,No,No,No,,NONE,Yes,,,,,,,,,,,,,Yes,3.0,DAYS PER WEEK,AGRICULTURE,LAND OWNER,Yes,0.0,No,,No,,Yes,Yes,YELLOW
29,557,2912402,29124,2,2,Spouse of Head of Household,20,HINDUISM,SCHEDULED CASTE,ADI KARNATAKA,KANNADA,Yes,No,No,Yes,No,No,No,,5TH STANDARD,No,data has been removed for publication,VILLAGE,data has been removed for publication,KOLAR,2.0,0.0,MARRIAGE,,,,,,Yes,8.0,HOURS PER DAY,AGARBATTI MAKING LABOUR,LABOUR WORK FOR SOMEBODY ELSE,No,,No,,No,,No,Yes,YELLOW
29,573,2912801,29128,1,1,Head of Household,33,HINDUISM,SCHEDULED CASTE,ADI KARNATAKA,TAMIL,Yes,Yes,No,Yes,No,No,No,,9TH STANDARD,Yes,,,,,,,,,,,,,Yes,7.0,DAYS PER WEEK,TAILORING,OWN,No,,No,,No,,Yes,Yes,YELLOW
29,574,2912802,29128,2,2,Spouse of Head of Household,28,HINDUISM,SCHEDULED CASTE,ADI KARNATAKA,TAMIL,Yes,Yes,No,Yes,No,No,No,,NONE,No,data has been removed for publication,VILLAGE,data has been removed for publication,KOLAR,10.0,0.0,MARRIAGE,,,,,,Yes,7.0,DAYS PER WEEK,TAILORING,OWN,No,,No,,No,,Yes,Yes,YELLOW
29,578,2912901,29129,1,1,Head of Household,30,HINDUISM,SCHEDULED CASTE,ADI KARNATAKA,KANNADA,Yes,No,No,Yes,Yes,Yes,No,,S.S.L.C.,Yes,,,,,,,,,,,,,Yes,6.0,DAYS PER WEEK,TAILORING,PRIVATE BUSINESS,Yes,5.0,No,,No,,Yes,Yes,YELLOW
29,579,2912902,29129,2,2,Spouse of Head of Household,24,HINDUISM,SCHEDULED CASTE,ADI KARNATAKA,KANNADA,Yes,No,No,Yes,No,No,No,,7TH STANDARD,No,data has been removed for publication,VILLAGE,data has been removed for publication,KOLAR,5.0,0.0,MARRIAGE,,,,,,Yes,7.0,DAYS PER WEEK,TAILORING,OWN,No,,No,,No,,No,Yes,YELLOW
29,582,2913001,29130,1,1,Head of Household,40,HINDUISM,SCHEDULED CASTE,ADI KARNATAKA,KANNADA,Yes,No,Yes,Yes,No,No,No,,2ND P.U.C.,Yes,,,,,,,,,,,,,Yes,7.0,DAYS PER WEEK,BUSINESS,PRIVATE BUSINESS,Yes,15.0,No,,Yes,3.0,Yes,Yes,YELLOW
29,583,2913002,29130,2,2,Spouse of Head of Household,27,HINDUISM,SCHEDULED CASTE,ADI KARNATAKA,TAMIL,Yes,Yes,No,Yes,No,No,No,,NONE,No,data has been removed for publication,TOWN,data has been removed for publication,KRISHNAGIRI,8.0,0.0,MARRIAGE,,,,,,No,,,,,,,No,,No,,Yes,Yes,YELLOW
29,589,2913201,29132,1,1,Head of Household,35,HINDUISM,SCHEDULED CASTE,ADI KARNATAKA,KANNADA,No,No,No,No,No,No,No,,7TH STANDARD,Yes,,,,,,,,,,,,,Yes,5.0,DAYS PER WEEK,TREE CUTTING,CONTRACTOR,No,,No,,No,,Yes,Yes,GREEN
29,590,2913202,29132,2,2,Spouse of Head of Household,28,HINDUISM,SCHEDULED CASTE,ADI KARNATAKA,KANNADA,Yes,No,No,Yes,No,No,No,,NONE,No,data has been removed for publication,VILLAGE,data has been removed for publication,KOLAR,12.0,0.0,MARRIAGE,,,,,,Yes,7.0,DAYS PER WEEK,AGARBATTI MAKING,LABOUR FOR SOMEBODY ELSE,No,,No,,No,,Yes,No,
29,594,2913301,29133,1,1,Head of Household,45,HINDUISM,SCHEDULED CASTE,ADI KARNATAKA,KANNADA,Yes,No,Yes,Yes,No,No,No,,NONE,Yes,,,,,,,,,,,,,Yes,3.0,DAYS PER WEEK,AGRICULTURE LABOUR,LAND LORD,No,,No,,No,,Yes,Yes,GREEN
29,595,2913302,29133,2,2,Spouse of Head of Household,40,HINDUISM,SCHEDULED CASTE,ADI KARNATAKA,TAMIL,Yes,Yes,No,Yes,No,No,No,,NONE,No,data has been removed for publication,VILLAGE,data has been removed for publication,KOLAR,26.0,0.0,MARRIAGE,,,,,,Yes,7.0,DAYS PER WEEK,CATTLE RARING,OWN,No,,No,,No,,Yes,Yes,GREEN
29,598,2913401,29134,1,1,Head of Household,50,HINDUISM,SCHEDULED CASTE,ADI KARNATAKA,KANNADA,Yes,No,No,Yes,No,No,No,,7TH STANDARD,Yes,,,,,,,,,,,,,Yes,6.0,DAYS PER WEEK,FRUITS BUSINESS,PRIVATE BUSINESS,Yes,0.0,No,,Yes,1.0,Yes,Yes,YELLOW
29,599,2913402,29134,2,2,Spouse of Head of Household,35,HINDUISM,SCHEDULED CASTE,ADI KARNATAKA,KANNADA,Yes,No,No,Yes,No,No,No,,NONE,No,data has been removed for publication,VILLAGE,data has been removed for publication,KOLAR,15.0,0.0,MARRIAGE,,,,,,No,,,,,,,No,,No,,Yes,Yes,YELLOW
29,631,2914001,29140,1,1,Head of Household,45,HINDUISM,SCHEDULED CASTE,ADI KARNATAKA,TELUGU,Yes,Yes,Yes,No,No,No,No,,8TH STANDARD,Yes,,,,,,,,,,,,,Yes,7.0,DAYS PER WEEK,HOSTEL COOK,GOVERNMENT,Yes,25.0,No,,Yes,1.0,Yes,Yes,YELLOW
29,632,2914002,29140,2,2,Spouse of Head of Household,40,HINDUISM,SCHEDULED CASTE,ADI KARNATAKA,TAMIL,Yes,Yes,No,Yes,No,No,No,,NONE,No,data has been removed for publication,VILLAGE,data has been removed for publication,KOLAR,24.0,0.0,MARRIAGE,,,,,,Yes,6.0,DAYS PER WEEK,AGRICULTURE LABOUR,LAND OWNER,No,,No,,Yes,1.0,Yes,Yes,YELLOW
29,635,2914101,29141,1,1,Head of Household,23,ISLAM,OBC,SHEKH,URDU,Yes,Yes,No,No,No,No,No,,DEGREE OR ABOVE,Yes,,,,,,,,,,,,,Yes,6.0,DAYS PER WEEK,TAILORING SHOP,PRIVATE BUSINESS,Yes,3.0,No,,Yes,1.0,Yes,No,
